"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify homepage category selection redirects to the clubs filtered by the chosen category","6702","[TC-6]","firefox","2026-06-29","failed","2026-06-29","Right redirection from home page","ui/filter-tests/filter-check-test.spec.ts","",""
"","6935","should display main club details","webkit","2026-06-29","passed","2026-06-29","Club details page","ui/club-tests/club-details-page.spec.ts","",""
"","15002","Verify that the ""Єдині"" challenge page contains ""Допомогти проєкту"" button with redirecting to the payment modal","webkit","2026-06-29","passed","2026-06-29","Payment Challenge","ui/help-tests/payment-challenge.spec.ts","",""
"","8086","Verify that team member names and roles are displayed correctly for all team members","chromium","2026-06-29","passed","2026-06-29","AboutUs team verification","ui/about-us-page.spec.ts","",""
"","10979","Navigate from Challenge page to a specific Task and interact with video @Lazur @E2E","firefox","2026-06-29","passed","2026-06-29","","ui/challenge-tests/navigate-challenge-task-video.spec.ts","",""
"","10156","TC-035: Verify that the club search returns correct results when searching by club name ""American Gymnastics Club"" @High","webkit","2026-06-29","failed","2026-06-29","Clubs Page - Search Functionality","ui/search-club.spec.ts","",""
"Verify that the clubs are located in the city selected in the City dropdown","21678","should display clubs in the particular city","webkit","2026-06-29","passed","2026-06-29","club-city-located","ui/club-tests/club-city-located.spec.ts","",""
"","7092","should display contact information","webkit","2026-06-29","passed","2026-06-29","Club details page","ui/club-tests/club-details-page.spec.ts","",""
"Verify the ""Зареєструватись"" button visibility and routing","5900","[TC-044]","webkit","2026-06-29","passed","2026-06-29","Challenge Page","ui/login-tests/sign-up-button.spec.ts","",""
"","8607","Verify that the ""Клуб української мови ""Розмовляй"""" challenge page contains ""Допомогти проєкту"" button with redirecting to the payment modal","chromium","2026-06-29","passed","2026-06-29","Payment Challenge","ui/help-tests/payment-challenge.spec.ts","",""
"","10203","tc-59: Verify the full user journey of browsing, reading, and navigating between multiple news articles","webkit","2026-06-29","passed","2026-06-29","news-navigation","ui/news-navigation.spec.ts","",""
"","5470","has title","chromium","2026-06-29","passed","2026-06-29","","ui/speak-ukrainian.example.spec.ts","",""
"Verify that the search bar filters clubs by the exact club name","7445","should search by exact hint name","chromium","2026-06-29","passed","2026-06-29","search-bar","ui/filter-tests/search-filter-by-hint.spec.ts","",""
"Verify that club information on the News page matches the original club card on the Club page","9220","should display club on the news page information","webkit","2026-06-29","passed","2026-06-29","news club information","ui/club-tests/club-club-details-information.spec.ts","",""
"Verify that the search bar filters clubs by the exact club name ","8173","should search by exact name","webkit","2026-06-29","passed","2026-06-29","search-bar","ui/filter-tests/search-filter-by-hint.spec.ts","",""
"","6399","Verify task details and embedded videos for task 73","firefox","2026-06-29","passed","2026-06-29","Challenge Task Page content pressnce","ui/challenge-tests/challenge-task-page.spec.ts","",""
"Verify that the clubs are located in the city selected in the City dropdown","10118","should display clubs in the particular city","chromium","2026-06-29","passed","2026-06-29","club-city-located","ui/club-tests/club-city-located.spec.ts","",""
"Verifies that the ""Help the Project"" button on a news article page is visible, enabled, and redirects the user to the correct donation URL.","14319","TC-07 Verify the functionality of the ""Help the Project"" button on a news article page","webkit","2026-06-29","passed","2026-06-29","Help the Project button","ui/help-tests/help-project-button.spec.ts","",""
"","13162","TC-034: Verify that clicking ""Залишити коментар"" and ""Відповісти"" buttons show the authentication modal for unauthorized users","webkit","2026-06-29","passed","2026-06-29","Club details page","ui/club-tests/club-details-page.spec.ts","",""
